user_id,n_points,q,S_unc,S_rand,Pi_max,Rg_km,R,R_rand
144,5,0.2857142857142857,2.321928094887362,2.321928094887362,0.2,1.598053916587958,1.0,0.2
892,8,0.5873452544704264,2.75,2.807354922057604,1.0,1.7159930321487737,0.625,0.14285714285714285
2561,7,0.620253164556962,2.807354922057604,2.807354922057604,0.14285714285714285,2.728450476529322,0.8571428571428571,0.14285714285714285
2704,14,0.7485782699790482,2.753434386188785,3.0,1.0,2.9615449186011436,1.0,0.125
16465,5,0.4949494949494949,2.321928094887362,2.321928094887362,0.2,3.42084893738201,1.0,0.2
18329,5,-0.23711340206185572,2.321928094887362,2.321928094887362,0.2,0.11112082404868379,0.4,0.2
20205,5,0.5212765957446808,2.321928094887362,2.321928094887362,0.2,1.9919857412693327,0.6,0.2
24134,5,0.17525773195876282,2.321928094887362,2.321928094887362,0.2,0.9137705661795755,0.8,0.2
28455,13,0.39051918735891655,3.7004397181410926,3.700439718141092,0.07692307692307693,2.1506938679368686,0.6923076923076923,0.07692307692307693
46278,5,0.05263157894736836,2.321928094887362,2.321928094887362,0.2,1.6772369974527257,0.6,0.2
49171,7,0.6190476190476191,2.807354922057604,2.807354922057604,0.14285714285714285,1.5751164095438515,0.2857142857142857,0.14285714285714285
62588,5,0.7026022304832713,1.9219280948873623,2.0,1.0,2.2509858167086043,0.8,0.25
71425,6,0.5121951219512195,2.2516291673878226,2.321928094887362,1.0,1.7159644264243978,0.5,0.2
73196,5,0.40944881889763785,2.321928094887362,2.321928094887362,0.2,0.9919754241897263,1.0,0.2
75634,16,0.7535934291581109,3.875,3.9068905956085187,1.0,2.1850345676987533,0.8125,0.06666666666666667
77179,5,0.5862068965517242,2.321928094887362,2.321928094887362,0.2,2.404350491013224,0.6,0.2
84279,11,0.4871794871794872,3.4594316186372978,3.4594316186372973,0.09090909090909091,1.8699615423076394,0.6363636363636364,0.09090909090909091
86580,7,-0.016949152542373058,2.807354922057604,2.807354922057604,0.14285714285714285,0.7478293027720172,0.7142857142857143,0.14285714285714285
89230,5,0.6694214876033058,2.321928094887362,2.321928094887362,0.2,2.157994608377658,0.8,0.2
91485,6,0.6519721577726219,2.584962500721156,2.584962500721156,0.16666666666666666,1.4676596873360164,0.8333333333333334,0.16666666666666666
118630,6,0.41634241245136183,2.584962500721156,2.584962500721156,0.16666666666666666,1.6353851151947818,0.8333333333333334,0.16666666666666666
128254,5,0.27710843373493976,2.321928094887362,2.321928094887362,0.2,0.10993404161635396,0.4,0.2
133636,5,-0.08108108108108092,2.321928094887362,2.321928094887362,0.2,0.8874461554119145,0.8,0.2
143192,12,0.724770642201835,3.2516291673878226,3.321928094887362,1.0,1.575305426658144,0.8333333333333334,0.1
143235,5,0.5471698113207546,2.321928094887362,2.321928094887362,0.2,1.0663448695441042,0.8,0.2
145801,5,0.2799999999999999,2.321928094887362,2.321928094887362,0.2,0.8226879335587579,0.6,0.2
148587,5,0.49066213921901525,2.321928094887362,2.321928094887362,0.2,0.9668918941758607,1.0,0.2
148776,5,0.13043478260869557,2.321928094887362,2.321928094887362,0.2,1.4660817623882214,0.8,0.2
175730,14,0.5663397005678885,3.6644977792004623,3.700439718141092,1.0,1.3482543260666056,1.0,0.07692307692307693
184592,7,0.5212765957446808,2.807354922057604,2.807354922057604,0.14285714285714285,1.124003225448172,0.42857142857142855,0.14285714285714285
189779,6,0.6424314660309893,2.584962500721156,2.584962500721156,0.16666666666666666,1.158536130239988,0.8333333333333334,0.16666666666666666
191866,5,0.5774647887323944,2.321928094887362,2.321928094887362,0.2,0.9143538999271252,0.8,0.2
194892,5,0.26108374384236455,2.321928094887362,2.321928094887362,0.2,1.0270530913043594,1.0,0.2
195437,6,0.45783132530120485,2.2516291673878226,2.321928094887362,1.0,1.7915454529184713,1.0,0.2
197328,5,0.6907216494845361,2.321928094887362,2.321928094887362,0.2,1.1647529358361675,0.6,0.2
201004,5,0.6186440677966101,2.321928094887362,2.321928094887362,0.2,1.764501437289488,0.6,0.2
205704,7,0.5369349503858876,2.807354922057604,2.807354922057604,0.14285714285714285,2.2637562013246852,1.0,0.14285714285714285
208095,5,0.3877551020408164,2.321928094887362,2.321928094887362,0.2,0.7074439722434759,1.0,0.2
216876,7,0.5348837209302326,2.807354922057604,2.807354922057604,0.14285714285714285,2.724569539152731,0.8571428571428571,0.14285714285714285
218148,9,0.5810055865921788,3.169925001442312,3.169925001442312,0.1111111111111111,1.5870551940733997,0.5555555555555556,0.1111111111111111
218417,5,0.625,2.321928094887362,2.321928094887362,0.2,0.7562431570209267,0.8,0.2
219875,6,0.5956873315363882,2.2516291673878226,2.321928094887362,1.0,1.437296199289162,0.8333333333333334,0.2
224492,8,0.2026578073089701,3.0,3.0,0.125,2.3136765431672597,0.5,0.125
228172,9,0.43089430894308944,2.94770277922009,3.0,1.0,1.1970938254397,0.7777777777777778,0.125
230382,5,0.2468619246861925,2.321928094887362,2.321928094887362,0.2,1.7683547787327525,0.6,0.2
231389,6,0.3194706994328922,2.584962500721156,2.584962500721156,0.16666666666666666,2.5956302497245227,1.0,0.16666666666666666
232402,5,0.15094339622641506,2.321928094887362,2.321928094887362,0.2,0.09059365212617772,0.6,0.2
233801,139,0.15206331260599215,6.3039467380821845,6.475733430966398,1.0,0.912290225517438,0.19424460431654678,0.011235955056179775
247864,6,-0.005586592178770999,2.584962500721156,2.584962500721156,0.16666666666666666,2.5041571715055904,0.5,0.16666666666666666
250760,6,0.6082698585418933,2.584962500721156,2.584962500721156,0.16666666666666666,0.17711228716599017,1.0,0.16666666666666666
252107,13,0.6950444726810674,3.5465935642949384,3.584962500721156,1.0,1.6958653649819067,0.6153846153846154,0.08333333333333333
310447,5,0.5377503852080123,2.321928094887362,2.321928094887362,0.2,3.193407849654133,1.0,0.2
